Facility_ID,Measure_ID,Measure_Name,Compared_to_National,Denominator,Score,Start_Date,End_Date
220108,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,29,12.1,7/1/21,6/30/24
220108,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
220108,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,108,7.4,7/1/21,6/30/24
220108,MORT_30_HF,Death rate for heart failure patients,Better Than the National Rate,407,8.7,7/1/21,6/30/24
220108,MORT_30_PN,Death rate for pneumonia patients,Better Than the National Rate,407,11.6,7/1/21,6/30/24
220108,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,116,11.6,7/1/21,6/30/24
220108,PSI_03,Pressure ulcer rate,No Different Than the National Rate,4053,0.24,7/1/22,6/30/24
220108,PSI_04,Death rate among surgical inpatients with serious treatable complications,Number of Cases Too Small,Not Available,Not Available,7/1/22,6/30/24
220108,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,5807,0.18,7/1/22,6/30/24
220108,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,5655,0.26,7/1/22,6/30/24
220108,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,1330,2.29,7/1/22,6/30/24
220108,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,1069,1.55,7/1/22,6/30/24
220108,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,1083,8.77,7/1/22,6/30/24
220108,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,1421,3.35,7/1/22,6/30/24
220108,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,1070,4.72,7/1/22,6/30/24
220108,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,140,2.04,7/1/22,6/30/24
220108,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,503,0.94,7/1/22,6/30/24
220108,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,0.83,7/1/22,6/30/24
22010F,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,379,2.6,4/1/21,3/31/24
22010F,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,Not Available,Not Available,Not Available,7/1/23,6/30/24
22010F,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,96,11.3,7/1/21,6/30/24
22010F,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
22010F,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,324,6.8,7/1/21,6/30/24
22010F,MORT_30_HF,Death rate for heart failure patients,Better Than the National Rate,620,6.5,7/1/21,6/30/24
22010F,MORT_30_PN,Death rate for pneumonia patients,Better Than the National Rate,263,10.5,7/1/21,6/30/24
22010F,MORT_30_STK,Death rate for stroke patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
22010F,PSI_03,Pressure ulcer rate,Not Available,Not Available,Not Available,7/1/22,6/30/24
22010F,PSI_04,Death rate among surgical inpatients with serious treatable complications,Not Available,Not Available,Not Available,7/1/22,6/30/24
22010F,PSI_06,Iatrogenic pneumothorax rate,Not Available,Not Available,Not Available,7/1/22,6/30/24
22010F,PSI_08,In-hospital fall-associated fracture rate,Not Available,Not Available,Not Available,7/1/22,6/30/24
22010F,PSI_09,Postoperative hemorrhage or hematoma rate,Not Available,Not Available,Not Available,7/1/22,6/30/24
22010F,PSI_10,Postoperative acute kidney injury requiring dialysis rate,Not Available,Not Available,Not Available,7/1/22,6/30/24
22010F,PSI_11,Postoperative respiratory failure rate,Not Available,Not Available,Not Available,7/1/22,6/30/24
22010F,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,Not Available,Not Available,Not Available,7/1/22,6/30/24
22010F,PSI_13,Postoperative sepsis rate,Not Available,Not Available,Not Available,7/1/22,6/30/24
22010F,PSI_14,Postoperative wound dehiscence rate,Not Available,Not Available,Not Available,7/1/22,6/30/24
22010F,PSI_15,Abdominopelvic accidental puncture or laceration rate,Not Available,Not Available,Not Available,7/1/22,6/30/24
22010F,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,Not Available,Not Applicable,Not Available,7/1/22,6/30/24
220110,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,479,3.8,4/1/21,3/31/24
220110,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,Better Than the National Rate,4591,2.3,7/1/23,6/30/24
220110,MORT_30_AMI,Death rate for heart attack patients,Better Than the National Rate,448,9.1,7/1/21,6/30/24
220110,MORT_30_CABG,Death rate for CABG surgery patients,No Different Than the National Rate,402,1.9,7/1/21,6/30/24
220110,MORT_30_COPD,Death rate for COPD patients,Better Than the National Rate,183,6,7/1/21,6/30/24
220110,MORT_30_HF,Death rate for heart failure patients,Better Than the National Rate,980,7,7/1/21,6/30/24
220110,MORT_30_PN,Death rate for pneumonia patients,Better Than the National Rate,591,10.5,7/1/21,6/30/24
220110,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,430,12.6,7/1/21,6/30/24
220110,PSI_03,Pressure ulcer rate,No Different Than the National Rate,21256,0.34,7/1/22,6/30/24
220110,PSI_04,Death rate among surgical inpatients with serious treatable complications,No Different Than the National Rate,505,158.29,7/1/22,6/30/24
220110,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,21284,0.15,7/1/22,6/30/24
220110,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,24178,0.28,7/1/22,6/30/24
220110,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,8589,2.05,7/1/22,6/30/24
220110,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,5676,2.37,7/1/22,6/30/24
220110,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,5122,7.32,7/1/22,6/30/24
220110,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,9415,4.49,7/1/22,6/30/24
220110,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,5826,4.49,7/1/22,6/30/24
220110,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,2520,1.31,7/1/22,6/30/24
220110,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,6008,0.69,7/1/22,6/30/24
220110,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,0.88,7/1/22,6/30/24
220111,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,406,5,4/1/21,3/31/24
220111,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,No Different Than the National Rate,1991,4.6,7/1/23,6/30/24
220111,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,278,11.6,7/1/21,6/30/24
220111,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
220111,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,244,6.5,7/1/21,6/30/24
220111,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,594,12,7/1/21,6/30/24
220111,MORT_30_PN,Death rate for pneumonia patients,Better Than the National Rate,685,13.6,7/1/21,6/30/24
220111,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,203,11.2,7/1/21,6/30/24
220111,PSI_03,Pressure ulcer rate,No Different Than the National Rate,6926,0.32,7/1/22,6/30/24
220111,PSI_04,Death rate among surgical inpatients with serious treatable complications,No Different Than the National Rate,61,156.82,7/1/22,6/30/24
220111,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,9334,0.16,7/1/22,6/30/24
220111,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,9237,0.28,7/1/22,6/30/24
220111,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,1441,2.03,7/1/22,6/30/24
220111,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,653,1.56,7/1/22,6/30/24
220111,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,656,5.22,7/1/22,6/30/24
220111,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,1335,3.33,7/1/22,6/30/24
220111,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,507,4.13,7/1/22,6/30/24
220111,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,250,1.64,7/1/22,6/30/24
220111,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,856,0.88,7/1/22,6/30/24
220111,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,0.73,7/1/22,6/30/24
220116,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,74,4.6,4/1/21,3/31/24
220116,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,No Different Than the National Rate,1575,4,7/1/23,6/30/24
220116,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,105,10.9,7/1/21,6/30/24
220116,MORT_30_CABG,Death rate for CABG surgery patients,No Different Than the National Rate,170,1.7,7/1/21,6/30/24
220116,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,88,7,7/1/21,6/30/24
220116,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,304,9.9,7/1/21,6/30/24
220116,MORT_30_PN,Death rate for pneumonia patients,Better Than the National Rate,188,10.7,7/1/21,6/30/24
220116,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,177,13,7/1/21,6/30/24
220116,PSI_03,Pressure ulcer rate,No Different Than the National Rate,5768,0.85,7/1/22,6/30/24
220116,PSI_04,Death rate among surgical inpatients with serious treatable complications,No Different Than the National Rate,208,178.79,7/1/22,6/30/24
220116,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,7245,0.23,7/1/22,6/30/24
220116,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,7790,0.24,7/1/22,6/30/24
220116,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,2395,2.58,7/1/22,6/30/24
220116,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,1181,2.49,7/1/22,6/30/24
220116,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,1124,12.92,7/1/22,6/30/24
220116,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,2752,4.25,7/1/22,6/30/24
220116,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,1182,7.84,7/1/22,6/30/24
220116,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,540,1.76,7/1/22,6/30/24
220116,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,1469,1.13,7/1/22,6/30/24
220116,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,Worse Than the National Value,Not Applicable,1.32,7/1/22,6/30/24
220119,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,241,3,4/1/21,3/31/24
220119,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,Better Than the National Rate,1504,3,7/1/23,6/30/24
220119,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,45,11.2,7/1/21,6/30/24
220119,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
220119,MORT_30_COPD,Death rate for COPD patients,Better Than the National Rate,105,5.6,7/1/21,6/30/24
220119,MORT_30_HF,Death rate for heart failure patients,Better Than the National Rate,505,6.5,7/1/21,6/30/24
220119,MORT_30_PN,Death rate for pneumonia patients,Better Than the National Rate,412,8.7,7/1/21,6/30/24
220119,MORT_30_STK,Death rate for stroke patients,Better Than the National Rate,86,9.4,7/1/21,6/30/24
220119,PSI_03,Pressure ulcer rate,No Different Than the National Rate,5209,0.18,7/1/22,6/30/24
220119,PSI_04,Death rate among surgical inpatients with serious treatable complications,Number of Cases Too Small,Not Available,Not Available,7/1/22,6/30/24
220119,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,6320,0.23,7/1/22,6/30/24
220119,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,6288,0.22,7/1/22,6/30/24
220119,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,787,2,7/1/22,6/30/24
220119,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,523,1.55,7/1/22,6/30/24
220119,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,547,5.72,7/1/22,6/30/24
220119,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,821,2.67,7/1/22,6/30/24
220119,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,529,4.97,7/1/22,6/30/24
220119,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,195,1.72,7/1/22,6/30/24
220119,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,819,0.93,7/1/22,6/30/24
220119,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,0.7,7/1/22,6/30/24
220126,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,Not Available,Not Available,Not Available,4/1/21,3/31/24
220126,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,Not Available,Not Available,Not Available,7/1/23,6/30/24
220126,MORT_30_AMI,Death rate for heart attack patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
220126,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
220126,MORT_30_COPD,Death rate for COPD patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
220126,MORT_30_HF,Death rate for heart failure patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
220126,MORT_30_PN,Death rate for pneumonia patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
220126,MORT_30_STK,Death rate for stroke patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
220126,PSI_03,Pressure ulcer rate,Not Available,Not Available,Not Available,7/1/22,6/30/24
220126,PSI_04,Death rate among surgical inpatients with serious treatable complications,Not Available,Not Available,Not Available,7/1/22,6/30/24
220126,PSI_06,Iatrogenic pneumothorax rate,Not Available,Not Available,Not Available,7/1/22,6/30/24
220126,PSI_08,In-hospital fall-associated fracture rate,Not Available,Not Available,Not Available,7/1/22,6/30/24
220126,PSI_09,Postoperative hemorrhage or hematoma rate,Not Available,Not Available,Not Available,7/1/22,6/30/24
